Date,Close,High,Low,Open,Volume,RSI,MA20,MACD,BB_high,BB_low,Return_1d,Volume_z,Ticker
2021-09-30,138.134033203125,140.94552924628812,137.91926531672686,140.24265523549735,89056700,35.91397343427738,144.57314071655273,-1.700491822679254,153.4107096332054,135.73557179990004,-0.00931182657787255,0.12666639741117824,AAPL
2021-10-01,139.2566680908203,139.5202495626883,135.80088336468526,138.52450892126643,94639600,39.53738407148485,144.03622283935547,-1.766070329180053,152.79539575418784,135.2770499245231,0.008127141890112544,0.30431077036509324,AAPL
2021-10-04,135.8302001953125,138.82717957779718,134.98090012736012,138.3878720570302,98322000,33.34115258336897,143.2962562561035,-2.0706598136393666,152.20166611372682,134.3908463984802,-0.02460541346051126,0.3841697378851177,AAPL
2021-10-05,137.75331115722656,138.8564357660988,136.04493972017434,136.17185207930245,80861100,39.109017058448,142.5357864379883,-2.13229047471674,150.56385341724211,134.50771945873447,0.01415819868592405,-0.3382096929475262,AAPL
2021-10-06,138.62213134765625,138.76855721821823,135.0784763218966,136.15231569207103,83221100,41.56888431162787,141.89587936401367,-2.086969405102451,148.97319910551727,134.81855962251007,0.006307073007036923,-0.26067090046730235,AAPL
2021-10-07,139.88145446777344,140.7893396562003,139.32502120039112,139.65692980871162,61732700,45.03495360113193,141.36970062255858,-1.9272194930579758,147.312044728059,135.42735651705817,0.00908457479245417,-1.1842328671116766,AAPL
2021-10-08,139.500732421875,140.7502829805711,139.16882381318146,140.60385709315267,58773200,44.181675161791645,141.07341995239258,-1.810467679669614,146.7626781547541,135.38416175003107,-0.0027217478353154245,-1.261647339800628,AAPL
2021-10-11,139.41285705566406,141.36528138783962,138.43664488957629,138.8857090401355,64452200,43.97457211862515,140.74443588256835,-1.7053733516167142,146.00244741585882,135.48642434927788,-0.0006299276332484283,-0.9001104427868235,AAPL
2021-10-12,138.14381408691406,139.84242905892054,137.68499305819657,139.82290063970592,73035900,40.98657744331846,140.4217971801758,-1.7048342333944504,145.4829367460319,135.36065761431968,-0.009102768536214056,-0.42838861057689165,AAPL
2021-10-13,137.55812072753906,138.0364553671229,135.88879063118128,137.88027267230362,78762700,39.64759852274841,140.02545623779298,-1.7317055143568325,144.6622477488777,135.38866472670827,-0.004239736417053774,-0.13907489941453002,AAPL
2021-10-14,140.3402557373047,140.45741132647578,138.14377836199483,138.72951162040368,69907100,48.28939935191329,139.7799385070801,-1.5110872805499582,143.75713504928666,135.80274196487352,0.020225160063622738,-0.5754685315618808,AAPL
2021-10-15,141.39459228515625,141.45316264244676,140.0962280805495,140.35005282323274,67940300,51.144422237751144,139.72038879394532,-1.2369112498977302,143.56109144331512,135.87968614457552,0.007512716449834089,-0.6175697902552374,AAPL
2021-10-18,143.06396484375,143.34705995414433,139.75460460218306,140.03769971257742,85589200,55.34809318796065,139.8965965270996,-0.8748357938590345,144.0022242029895,135.7909688512097,0.0118064809383025,0.6392764060591989,AAPL
2021-10-19,145.22137451171875,145.62162523479623,143.06395310397025,143.5130025382052,76378900,60.1233551787272,140.15675735473633,-0.4090877474510819,144.87408081924872,135.43943389022394,0.01508003549548631,-0.027203001363781367,AAPL
2021-10-20,145.70945739746094,146.18780683574556,144.59657585778285,145.16278083703227,58418800,61.135984519882655,140.32320327758788,-0.0005880763605432549,145.55003581102767,135.0963707441481,0.0033609576233752936,-1.2064596240843575,AAPL
